# ASCII calibration file


[ Rich Calibrater Parameters Setup ]

Sector	Row	Column
1	90	92

[ Rich Calibrater Parameters: Sector 0 ]

Row	Column	Slope	Offset
70	3	1	0
71	3	1	0
72	3	1	0
73	3	1	0
74	3	1	0
75	3	1	0
76	3	1	0
77	3	1	0
78	3	1	0
79	3	1	0
80	3	1	0
81	3	1	0
82	3	1	0
83	3	1	0
84	3	1	0
85	3	1	0
86	3	1	0
87	3	1	0
88	3	1	0
89	3	1	0
0	4	1	0
1	4	1	0
2	4	1	0
3	4	1	0
4	4	1	0
5	4	1	0
6	4	1	0
7	4	1	0
8	4	1	0
9	4	1	0
10	4	1	0
11	4	1	0
12	4	1	0
13	4	1	0
14	4	1	0
15	4	1	0
16	4	1	0
17	4	1	0
18	4	1	0
19	4	1	0
20	4	1	0
21	4	1	0
22	4	1	0
23	4	1	0
24	4	1	0
25	4	1	0
26	4	1	0
27	4	1	0
28	4	1	0
29	4	1	0
30	4	1	0
31	4	1	0
32	4	1	0
33	4	1	0
34	4	1	0
35	4	1	0
36	4	1	0
37	4	1	0
38	4	1	0
39	4	1	0
40	4	1	0
41	4	1	0
42	4	1	0
43	4	1	0
44	4	1	0
45	4	1	0
46	4	1	0
47	4	1	0
48	4	1	0
49	4	1	0
50	4	1	0
51	4	1	0
52	4	1	0
53	4	1	0
54	4	1	0
55	4	1	0
56	4	1	0
57	4	1	0
58	4	1	0
59	4	1	0
60	4	1	0
61	4	1	0
62	4	1	0
63	4	1	0
64	4	1	0
65	4	1	0
66	4	1	0
67	4	1	0
68	4	1	0
69	4	1	0
70	4	1	0
71	4	1	0
72	4	1	0
73	4	1	0
74	4	1	0
75	4	1	0
76	4	1	0
77	4	1	0
78	4	1	54.4275
79	4	1	0
80	4	1	0
81	4	1	0
82	4	1	0
83	4	1	0
84	4	1	0
85	4	1	0
86	4	1	0
87	4	1	0
88	4	1	0
89	4	1	0
0	5	1	0
1	5	1	0
2	5	1	0
3	5	1	0
4	5	1	0
5	5	1	0
6	5	1	0
7	5	1	0
8	5	1	0
9	5	1	0
10	5	1	0
11	5	1	0
12	5	1	0
13	5	1	0
14	5	1	0
15	5	1	0
16	5	1	0
17	5	1	0
18	5	1	0
19	5	1	0
20	5	1	0
21	5	1	0
22	5	1	0
23	5	1	0
24	5	1	0
25	5	1	0
26	5	1	0
27	5	1	0
28	5	1	0
29	5	1	0
30	5	1	0
31	5	1	0
32	5	1	0
33	5	1	0
34	5	1	0
35	5	1	0
36	5	1	0
37	5	1	0
38	5	1	0
39	5	1	0
40	5	1	0
41	5	1	0
42	5	1	0
43	5	1	0
44	5	1	0
45	5	1	0
46	5	1	0
47	5	1	0
48	5	1	0
49	5	1	0
50	5	1	0
51	5	1	0
52	5	1	0
53	5	1	0
54	5	1	0
55	5	1	0
56	5	1	0
57	5	1	0
58	5	1	0
59	5	1	0
60	5	1	0
61	5	1	0
62	5	1	0
63	5	1	0
64	5	1	0
65	5	1	0
66	5	1	0
67	5	1	0
68	5	1	0
69	5	1	0
70	5	1	0
71	5	1	0
72	5	1	0
73	5	1	0
74	5	1	0
75	5	1	78.5785
76	5	1	68.6289
77	5	1	72.8846
78	5	1	67.3107
79	5	1	68.0483
80	5	1	0
81	5	1	0
82	5	1	0
83	5	1	0
84	5	1	0
85	5	1	0
86	5	1	0
87	5	1	0
88	5	1	0
89	5	1	0
0	6	1	0
1	6	1	0
2	6	1	0
3	6	1	0
4	6	1	0
5	6	1	0
6	6	1	0
7	6	1	0
8	6	1	0
9	6	1	0
10	6	1	0
11	6	1	0
12	6	1	0
13	6	1	0
14	6	1	0
15	6	1	0
16	6	1	0
17	6	1	0
18	6	1	0
19	6	1	0
20	6	1	0
21	6	1	0
22	6	1	0
23	6	1	0
24	6	1	0
25	6	1	0
26	6	1	0
27	6	1	0
28	6	1	0
29	6	1	0
30	6	1	0
31	6	1	0
32	6	1	0
33	6	1	0
34	6	1	0
35	6	1	0
36	6	1	0
37	6	1	0
38	6	1	0
39	6	1	0
40	6	1	0
41	6	1	0
42	6	1	0
43	6	1	0
44	6	1	0
45	6	1	0
46	6	1	0
47	6	1	0
48	6	1	0
49	6	1	0
50	6	1	0
51	6	1	0
52	6	1	0
53	6	1	0
54	6	1	0
55	6	1	0
56	6	1	0
57	6	1	0
58	6	1	0
59	6	1	0
60	6	1	0
61	6	1	0
62	6	1	0
63	6	1	0
64	6	1	0
65	6	1	0
66	6	1	0
67	6	1	0
68	6	1	0
69	6	1	0
70	6	1	0
71	6	1	0
72	6	1	92.6839
73	6	1	82.0074
74	6	1	75.7235
75	6	1	67.3664
76	6	1	55.5631
77	6	1	55.1081
78	6	1	51.6711
79	6	1	78.3611
80	6	1	0
81	6	1	0
82	6	1	0
83	6	1	0
84	6	1	0
85	6	1	0
86	6	1	0
87	6	1	0
88	6	1	0
89	6	1	0
0	7	1	0
1	7	1	0
2	7	1	0
3	7	1	0
4	7	1	0
5	7	1	0
6	7	1	0
7	7	1	0
8	7	1	0
9	7	1	0
10	7	1	0
11	7	1	0
12	7	1	0
13	7	1	0
14	7	1	0
15	7	1	0
16	7	1	0
17	7	1	0
18	7	1	0
19	7	1	0
20	7	1	0
21	7	1	0
22	7	1	0
23	7	1	0
24	7	1	0
25	7	1	0
26	7	1	0
27	7	1	0
28	7	1	0
29	7	1	0
30	7	1	0
31	7	1	0
32	7	1	0
33	7	1	0
34	7	1	0
35	7	1	0
36	7	1	0
37	7	1	0
38	7	1	0
39	7	1	0
40	7	1	0
41	7	1	0
42	7	1	0
43	7	1	0
44	7	1	0
45	7	1	0
46	7	1	0
47	7	1	0
48	7	1	0
49	7	1	0
50	7	1	0
51	7	1	0
52	7	1	0
53	7	1	0
54	7	1	0
55	7	1	0
56	7	1	0
57	7	1	0
58	7	1	0
59	7	1	0
60	7	1	0
61	7	1	0
62	7	1	0
63	7	1	0
64	7	1	0
65	7	1	0
66	7	1	0
67	7	1	0
68	7	1	0
69	7	1	0
70	7	1	76.8953
71	7	1	91.8839
72	7	1	68.1604
73	7	1	68.4456
74	7	1	73.8336
75	7	1	80.8154
76	7	1	58.1966
77	7	1	78.6819
78	7	1	90.4423
79	7	1	82.2631
80	7	1	66.8007
81	7	1	0
82	7	1	0
83	7	1	0
84	7	1	0
85	7	1	0
86	7	1	0
87	7	1	0
88	7	1	0
89	7	1	0
0	8	1	0
1	8	1	0
2	8	1	0
3	8	1	0
4	8	1	0
5	8	1	0
6	8	1	0
7	8	1	0
8	8	1	0
9	8	1	0
10	8	1	0
11	8	1	0
12	8	1	0
13	8	1	0
14	8	1	0
15	8	1	0
16	8	1	0
17	8	1	0
18	8	1	0
19	8	1	0
20	8	1	0
21	8	1	0
22	8	1	0
23	8	1	0
24	8	1	0
25	8	1	0
26	8	1	0
27	8	1	0
28	8	1	0
29	8	1	0
30	8	1	0
31	8	1	0
32	8	1	0
33	8	1	0
34	8	1	0
35	8	1	0
36	8	1	0
37	8	1	0
38	8	1	0
39	8	1	0
40	8	1	0
41	8	1	0
42	8	1	0
43	8	1	0
44	8	1	0
45	8	1	0
46	8	1	0
47	8	1	0
48	8	1	0
49	8	1	0
50	8	1	0
51	8	1	0
52	8	1	0
53	8	1	0
54	8	1	0
55	8	1	0
56	8	1	0
57	8	1	0
58	8	1	0
59	8	1	0
60	8	1	0
61	8	1	0
62	8	1	0
63	8	1	0
64	8	1	0
65	8	1	0
66	8	1	0
67	8	1	22.1228
68	8	1	62.7658
69	8	1	80.9268
70	8	1	90.2248
71	8	1	72.8248
72	8	1	68.9483
73	8	1	84.3658
74	8	1	78.1497
75	8	1	76.7758
76	8	1	70.3872
77	8	1	59.6013
78	8	1	76.8161
79	8	1	60.8705
80	8	1	59.9691
81	8	1	0
82	8	1	0
83	8	1	0
84	8	1	0
85	8	1	0
86	8	1	0
87	8	1	0
88	8	1	0
89	8	1	0
0	9	1	0
1	9	1	0
2	9	1	0
3	9	1	0
4	9	1	0
5	9	1	0
6	9	1	0
7	9	1	0
8	9	1	0
9	9	1	0
10	9	1	0
11	9	1	0
12	9	1	0
13	9	1	0
14	9	1	0
15	9	1	0
16	9	1	0
17	9	1	0
18	9	1	0
19	9	1	0
20	9	1	0
21	9	1	0
22	9	1	0
23	9	1	0
24	9	1	0
25	9	1	0
26	9	1	0
27	9	1	0
28	9	1	0
29	9	1	0
30	9	1	0
31	9	1	0
32	9	1	0
33	9	1	0
34	9	1	0
35	9	1	0
36	9	1	0
37	9	1	0
38	9	1	0
39	9	1	0
40	9	1	0
41	9	1	0
42	9	1	0
43	9	1	0
44	9	1	0
45	9	1	0
46	9	1	0
47	9	1	0
48	9	1	0
49	9	1	0
50	9	1	0
51	9	1	0
52	9	1	0
53	9	1	0
54	9	1	0
55	9	1	0
56	9	1	0
57	9	1	0
58	9	1	0
59	9	1	0
60	9	1	0
61	9	1	0
62	9	1	0
63	9	1	0
64	9	1	0
65	9	1	67.9121
66	9	1	52.5799
67	9	1	42.9295
68	9	1	75.5624
69	9	1	77.6101
70	9	1	88.5906
71	9	1	85.6591
72	9	1	52.6624
73	9	1	66.5087
74	9	1	81.6604
75	9	1	77.9349
76	9	1	59.2611
77	9	1	101.199
78	9	1	75.0148
79	9	1	70.2678
80	9	1	70.4148
81	9	1	0
82	9	1	0
83	9	1	0
84	9	1	0
85	9	1	0
86	9	1	0
87	9	1	0
88	9	1	0
89	9	1	0
0	10	1	0
1	10	1	0
2	10	1	0
3	10	1	0
4	10	1	0
5	10	1	0
6	10	1	0
7	10	1	0
8	10	1	0
9	10	1	0
10	10	1	0
11	10	1	0
12	10	1	0
13	10	1	0
14	10	1	0
15	10	1	0
16	10	1	0
17	10	1	0
18	10	1	0
19	10	1	0
20	10	1	0
21	10	1	0
22	10	1	0
23	10	1	0
24	10	1	0
25	10	1	0
26	10	1	0
27	10	1	0
28	10	1	0
29	10	1	0
30	10	1	0
31	10	1	0
32	10	1	0
33	10	1	0
34	10	1	0
35	10	1	0
36	10	1	0
37	10	1	0
38	10	1	0
39	10	1	0
40	10	1	0
41	10	1	0
42	10	1	0
43	10	1	0
44	10	1	0
45	10	1	0
46	10	1	0
47	10	1	0
48	10	1	0
49	10	1	0
50	10	1	0
51	10	1	0
52	10	1	0
53	10	1	0
54	10	1	0
55	10	1	0
56	10	1	0
57	10	1	0
58	10	1	0
59	10	1	0
60	10	1	0
61	10	1	0
62	10	1	60.943
63	10	1	65.5034
64	10	1	58.149
65	10	1	62.8369
66	10	1	55.3953
67	10	1	65.5409
68	10	1	83.6725
69	10	1	70.647
70	10	1	83.8953
71	10	1	83.3705
72	10	1	57.1973
73	10	1	74.7503
74	10	1	77.1047
75	10	1	62.247
76	10	1	63.243
77	10	1	88.4953
78	10	1	70.9859
79	10	1	51.2013
80	10	1	60.5678
81	10	1	59.5987
82	10	1	0
83	10	1	0
84	10	1	0
85	10	1	0
86	10	1	0
87	10	1	0
88	10	1	0
89	10	1	0
0	11	1	0
1	11	1	0
2	11	1	0
3	11	1	0
4	11	1	0
5	11	1	0
6	11	1	0
7	11	1	0
8	11	1	0
9	11	1	0
10	11	1	0
11	11	1	0
12	11	1	0
13	11	1	0
14	11	1	0
15	11	1	0
16	11	1	0
17	11	1	0
18	11	1	0
19	11	1	0
20	11	1	0
21	11	1	0
22	11	1	0
23	11	1	0
24	11	1	0
25	11	1	0
26	11	1	0
27	11	1	0
28	11	1	0
29	11	1	0
30	11	1	0
31	11	1	0
32	11	1	0
33	11	1	0
34	11	1	0
35	11	1	0
36	11	1	0
37	11	1	0
38	11	1	0
39	11	1	0
40	11	1	0
41	11	1	0
42	11	1	0
43	11	1	0
44	11	1	0
45	11	1	0
46	11	1	0
47	11	1	0
48	11	1	0
49	11	1	0
50	11	1	0
51	11	1	0
52	11	1	0
53	11	1	0
54	11	1	0
55	11	1	0
56	11	1	0
57	11	1	0
58	11	1	0
59	11	1	0
60	11	1	83.0282
61	11	1	96.8027
62	11	1	52.0161
63	11	1	65.1946
64	11	1	58.1738
65	11	1	49.7879
66	11	1	50.5852
67	11	1	65.3631
68	11	1	91.1007
69	11	1	60.2201
70	11	1	93.0832
71	11	1	101.392
72	11	1	68.9792
73	11	1	68.3168
74	11	1	86.6302
75	11	1	57.4034
76	11	1	73.1497
77	11	1	90.1114
78	11	1	67.7463
79	11	1	51.0879
80	11	1	46.4289
81	11	1	73.2664
82	11	1	0
83	11	1	0
84	11	1	0
85	11	1	0
86	11	1	0
87	11	1	0
88	11	1	0
89	11	1	0
0	12	1	0
1	12	1	0
2	12	1	0
3	12	1	0
4	12	1	0
5	12	1	0
6	12	1	0
7	12	1	0
8	12	1	0
9	12	1	0
10	12	1	0
11	12	1	0
12	12	1	0
13	12	1	0
14	12	1	0
15	12	1	0
16	12	1	0
17	12	1	0
18	12	1	0
19	12	1	0
20	12	1	0
21	12	1	0
22	12	1	0
23	12	1	0
24	12	1	0
25	12	1	0
26	12	1	0
27	12	1	0
28	12	1	0
29	12	1	0
30	12	1	0
31	12	1	0
32	12	1	0
33	12	1	0
34	12	1	0
35	12	1	0
36	12	1	0
37	12	1	0
38	12	1	0
39	12	1	0
40	12	1	0
41	12	1	0
42	12	1	0
43	12	1	0
44	12	1	0
45	12	1	0
46	12	1	0
47	12	1	0
48	12	1	0
49	12	1	0
50	12	1	0
51	12	1	0
52	12	1	0
53	12	1	0
54	12	1	0
55	12	1	0
56	12	1	0
57	12	1	0
58	12	1	61.551
59	12	1	53.8181
60	12	1	85.5242
61	12	1	87.8342
62	12	1	69.4785
63	12	1	72.506
64	12	1	62.6295
65	12	1	59.198
66	12	1	61.1846
67	12	1	35.9698
68	12	1	64.647
69	12	1	67.5503
70	12	1	78.6872
71	12	1	102.079
72	12	1	66.598
73	12	1	70.3537
74	12	1	53.143
75	12	1	71.3866
76	12	1	77.3517
77	12	1	89.6336
78	12	1	49.553
79	12	1	58.9168
80	12	1	67.3872
81	12	1	68.9349
82	12	1	0
83	12	1	0
84	12	1	0
85	12	1	0
86	12	1	0
87	12	1	0
88	12	1	0
89	12	1	0
0	13	1	0
1	13	1	0
2	13	1	0
3	13	1	0
4	13	1	0
5	13	1	0
6	13	1	0
7	13	1	0
8	13	1	0
9	13	1	0
10	13	1	0
11	13	1	0
12	13	1	0
13	13	1	0
14	13	1	0
15	13	1	0
16	13	1	0
17	13	1	0
18	13	1	0
19	13	1	0
20	13	1	0
21	13	1	0
22	13	1	0
23	13	1	0
24	13	1	0
25	13	1	0
26	13	1	0
27	13	1	0
28	13	1	0
29	13	1	0
30	13	1	0
31	13	1	0
32	13	1	0
33	13	1	0
34	13	1	0
35	13	1	0
36	13	1	0
37	13	1	0
38	13	1	0
39	13	1	0
40	13	1	0
41	13	1	0
42	13	1	0
43	13	1	0
44	13	1	0
45	13	1	0
46	13	1	0
47	13	1	0
48	13	1	0
49	13	1	0
50	13	1	0
51	13	1	0
52	13	1	0
53	13	1	0
54	13	1	0
55	13	1	67.3443
56	13	1	43.655
57	13	1	84.1678
58	13	1	54.3242
59	13	1	45.8128
60	13	1	88.6765
61	13	1	74.5483
62	13	1	84.9906
63	13	1	64.2872
64	13	1	59.6698
65	13	1	61.955
66	13	1	65.9329
67	13	1	52.1691
68	13	1	86.0389
69	13	1	101.563
70	13	1	79.6631
71	13	1	78.1456
72	13	1	75.9362
73	13	1	78.2866
74	13	1	60.5631
75	13	1	59.3503
76	13	1	76.4758
77	13	1	67.5416
78	13	1	90.1376
79	13	1	64.102
80	13	1	52.657
81	13	1	53.7208
82	13	1	64.6557
83	13	1	0
84	13	1	0
85	13	1	0
86	13	1	0
87	13	1	0
88	13	1	0
89	13	1	0
0	14	1	0
1	14	1	0
2	14	1	0
3	14	1	0
4	14	1	0
5	14	1	0
6	14	1	0
7	14	1	0
8	14	1	0
9	14	1	0
10	14	1	0
11	14	1	0
12	14	1	0
13	14	1	0
14	14	1	0
15	14	1	0
16	14	1	0
17	14	1	0
18	14	1	0
19	14	1	0
20	14	1	0
21	14	1	0
22	14	1	0
23	14	1	0
24	14	1	0
25	14	1	0
26	14	1	0
27	14	1	0
28	14	1	0
29	14	1	0
30	14	1	0
31	14	1	0
32	14	1	0
33	14	1	0
34	14	1	0
35	14	1	0
36	14	1	0
37	14	1	0
38	14	1	0
39	14	1	0
40	14	1	0
41	14	1	0
42	14	1	0
43	14	1	0
44	14	1	0
45	14	1	0
46	14	1	0
47	14	1	0
48	14	1	0
49	14	1	0
50	14	1	0
51	14	1	0
52	14	1	0
53	14	1	80.4819
54	14	1	69.5503
55	14	1	67.6188
56	14	1	43.002
57	14	1	60.9705
58	14	1	44.645
59	14	1	42.7215
60	14	1	68.7195
61	14	1	81.4013
62	14	1	89.955
63	14	1	64.7772
64	14	1	74.8315
65	14	1	61.2
66	14	1	50.6362
67	14	1	26.6047
68	14	1	85.0121
69	14	1	79.1987
70	14	1	75.7094
71	14	1	72.3315
72	14	1	76.7456
73	14	1	62.2007
74	14	1	66.3671
75	14	1	67.145
76	14	1	76.4047
77	14	1	97.3477
78	14	1	76.2195
79	14	1	64.9792
80	14	1	69.6826
81	14	1	63.3389
82	14	1	50.7725
83	14	1	0
84	14	1	0
85	14	1	0
86	14	1	0
87	14	1	0
88	14	1	0
89	14	1	0
0	15	1	0
1	15	1	0
2	15	1	0
3	15	1	0
4	15	1	0
5	15	1	0
6	15	1	0
7	15	1	0
8	15	1	0
9	15	1	0
10	15	1	0
11	15	1	0
12	15	1	0
13	15	1	0
14	15	1	0
15	15	1	0
16	15	1	0
17	15	1	0
18	15	1	0
19	15	1	0
20	15	1	0
21	15	1	0
22	15	1	0
23	15	1	0
24	15	1	0
25	15	1	0
26	15	1	0
27	15	1	0
28	15	1	0
29	15	1	0
30	15	1	0
31	15	1	0
32	15	1	0
33	15	1	0
34	15	1	0
35	15	1	0
36	15	1	0
37	15	1	0
38	15	1	0
39	15	1	0
40	15	1	0
41	15	1	0
42	15	1	0
43	15	1	0
44	15	1	0
45	15	1	0
46	15	1	0
47	15	1	0
48	15	1	0
49	15	1	0
50	15	1	0
51	15	1	64.8872
52	15	1	57.6658
53	15	1	55.0289
54	15	1	40.8872
55	15	1	69.2423
56	15	1	71.2691
57	15	1	92.1074
58	15	1	57.1282
59	15	1	61.443
60	15	1	69.6846
61	15	1	92.9899
62	15	1	89.5322
63	15	1	58.6933
64	15	1	66.4483
65	15	1	79.6416
66	15	1	60.6329
67	15	1	39.4
68	15	1	66.7839
69	15	1	83.9228
70	15	1	81.155
71	15	1	78.0839
72	15	1	77.7174
73	15	1	61.3953
74	15	1	83.7188
75	15	1	72.6819
76	15	1	73.8074
77	15	1	60.657
78	15	1	61.1611
79	15	1	66.496
80	15	1	63.947
81	15	1	68.002
82	15	1	50.2846
83	15	1	45.9624
84	15	1	0
85	15	1	0
86	15	1	0
87	15	1	0
88	15	1	0
89	15	1	0
0	16	1	0
1	16	1	0
2	16	1	0
3	16	1	0
4	16	1	0
5	16	1	0
6	16	1	0
7	16	1	0
8	16	1	0
9	16	1	0
10	16	1	0
11	16	1	0
12	16	1	0
13	16	1	0
14	16	1	0
15	16	1	0
16	16	1	0
17	16	1	0
18	16	1	0
19	16	1	0
20	16	1	0
21	16	1	0
22	16	1	0
23	16	1	0
24	16	1	0
25	16	1	0
26	16	1	0
27	16	1	0
28	16	1	0
29	16	1	0
30	16	1	0
31	16	1	0
32	16	1	0
33	16	1	0
34	16	1	0
35	16	1	0
36	16	1	0
37	16	1	0
38	16	1	0
39	16	1	0
40	16	1	0
41	16	1	0
42	16	1	0
43	16	1	0
44	16	1	0
45	16	1	0
46	16	1	0
47	16	1	0
48	16	1	0
49	16	1	55.5557
50	16	1	77.4913
51	16	1	55.0107
52	16	1	72.4638
53	16	1	68.1148
54	16	1	55.094
55	16	1	63.5906
56	16	1	60.1738
57	16	1	77.0161
58	16	1	75.2658
59	16	1	45.2758
60	16	1	72.8195
61	16	1	93.9758
62	16	1	84.8933
63	16	1	64.0383
64	16	1	58.5174
65	16	1	71.3785
66	16	1	32.0443
67	16	1	13.3765
68	16	1	6.98591
69	16	1	82.6389
70	16	1	73.8591
71	16	1	81.3403
72	16	1	84.2946
73	16	1	81.8644
74	16	1	79.951
75	16	1	80.6517
76	16	1	76.7188
77	16	1	87.4839
78	16	1	55.8054
79	16	1	67.4886
80	16	1	47.9772
81	16	1	64.3752
82	16	1	75.4295
83	16	1	44.9376
84	16	1	0
85	16	1	0
86	16	1	0
87	16	1	0
88	16	1	0
89	16	1	0
0	17	1	0
1	17	1	0
2	17	1	0
3	17	1	0
4	17	1	0
5	17	1	0
6	17	1	0
7	17	1	0
8	17	1	0
9	17	1	0
10	17	1	0
11	17	1	0
12	17	1	0
13	17	1	0
14	17	1	0
15	17	1	0
16	17	1	0
17	17	1	0
18	17	1	0
19	17	1	0
20	17	1	0
21	17	1	0
22	17	1	0
23	17	1	0
24	17	1	0
25	17	1	0
26	17	1	0
27	17	1	0
28	17	1	0
29	17	1	0
30	17	1	0
31	17	1	0
32	17	1	0
33	17	1	0
34	17	1	0
35	17	1	0
36	17	1	0
37	17	1	0
38	17	1	0
39	17	1	0
40	17	1	0
41	17	1	0
42	17	1	0
43	17	1	0
44	17	1	0
45	17	1	0
46	17	1	0
47	17	1	75.2282
48	17	1	51.096
49	17	1	55.9799
50	17	1	63.4658
51	17	1	44.9369
52	17	1	72.6376
53	17	1	55.1329
54	17	1	47.8483
55	17	1	72.5617
56	17	1	83.8933
57	17	1	69.5584
58	17	1	63.4953
59	17	1	66.0584
60	17	1	76.8852
61	17	1	74.253
62	17	1	70.8128
63	17	1	61.1987
64	17	1	54.5007
65	17	1	67.549
66	17	1	29.5483
67	17	1	71.6047
68	17	1	19.9295
69	17	1	78.449
70	17	1	75.655
71	17	1	68.2161
72	17	1	31.4523
73	17	1	56.4852
74	17	1	67.2839
75	17	1	59.6872
76	17	1	52.5886
77	17	1	65.1805
78	17	1	61.0094
79	17	1	57.9785
80	17	1	44.7322
81	17	1	60.2846
82	17	1	52.496
83	17	1	51.0758
84	17	1	0
85	17	1	0
86	17	1	0
87	17	1	0
88	17	1	0
89	17	1	0
0	18	1	0
1	18	1	0
2	18	1	0
3	18	1	0
4	18	1	0
5	18	1	0
6	18	1	0
